KGS
20,20
20,30
20,20
20,20
20,10
19,70
20,60
20,10
20,30
20,20
20,20
20,10
16,80
20,10
20,00
20,00
20,00
20,20
20,20
20,20
20,20
20,20
20,20
20,30
20,30
20,30
20,10
20,30
20,20
20,00
20,30
20,40
20,40
20,50
20,50
20,40
20,40
20,30
20,30
20,40
20,25
20,40
20,40
20,30
20,30
20,20
20,40
20,30
8,90
20,30
20,30
20,30
20,20
20,20
20,50
20,80
20,30
20,40
19,90
20,30
20,30
20,30
20,40
20,20
20,50
20,50
20,40
21,00
20,00
20,50
20,50
20,50
20,50
20,50
20,60
20,50
20,50
20,50
20,50
23,80
23,00
20,40
20,20
20,40
20,20
20,20
20,20
20,20
20,10
20,10
20,20
20,30
20,30
19,80
20,20
20,20
20,20
20,20
20,20
20,30
20,30
20,30
20,10
20,20
20,20
20,30
20,20
20,20
20,30
20,30
20,30
20,30
20,30
20,50
19,80
19,90
19,90
20,00
19,90
20,00
19,90
19,90
19,90
19,90
20,00
20,10
20,10
20,00
19,90
20,00
20,20
20,30
20,10
20,20
20,10
20,20
20,10
20,10
20,10
20,10
20,10
20,10
20,50
20,10
20,30
20,10
20,10
20,10
20,20
20,20
20,20
20,20
20,20
19,60
20,10
20,10
20,00
20,00
20,20
20,10
20,10
20,30
20,10
20,10
20,20
20,20
20,80
20,80
20,80
20,70
20,40
21,00
21,00
21,00
21,00
20,90
20,90
20,90
20,80
20,90
21,00
21,00
20,80
20,90
20,80
20,80
20,80
20,80
20,80
20,80
21,10
21,00
20,80
21,00
20,90
20,90
20,90
20,80
20,80
20,90
20,90
21,00
21,10
21,00
21,00
20,90
20,90
20,90
20,90
20,80
20,80
20,80
20,80
20,90
21,00
20,90
20,90
20,90
20,80
20,80
20,80
20,80
20,80
20,80
20,80
21,00
21,00
21,00
20,90
20,90
21,00
21,30
21,00
21,20
20,80
21,30
20,00
21,40
21,30
21,40
21,30
21,30
21,20
21,20
19,80
21,20
21,30
21,30
21,40
21,50
21,30
21,30
21,40
21,40
21,30
21,30
21,20
21,40
21,40
21,20
21,30
21,40
21,10
21,20
21,30
21,50
21,20
21,10
21,30
21,30
21,30
21,40
21,30
21,40
21,40
21,40
21,50
21,50
21,40
21,20
21,40
21,40
21,30
21,30
21,40
21,30
21,30
21,30
21,20
21,30
21,20
21,20
21,20
21,30
21,30
21,30
21,20
21,30
21,30
21,30
21,30
21,50
21,30
21,50
21,30
21,30
21,30
21,30
21,20
21,30
21,20
21,20
21,30
21,20
21,20
21,20
21,30
21,30
21,10
21,20
21,30
21,30
21,40
21,40
21,30
21,40
21,40
21,40
21,40
21,40
21,40
21,40
21,30
21,40
21,40
21,50
21,30
21,20
21,30
21,30
21,30
21,30
21,40
21,40
21,40
21,40
21,40
21,50
21,50
21,40
21,40
